SALESORDERID,SALESORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
500000276,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000276,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000276,30,HT-1032,,EUR,821.1,690,131.1,I,,2,EA,2015-12-04
500000276,40,HT-1035,,USD,949.62,798,151.62,I,,2,EA,2015-12-04
500000276,50,HT-1036,,CAD,1023.4,860,163.4,I,,2,EA,2015-12-04
500000276,60,HT-1037,,MXN,3403.4,2860,543.4,I,,2,EA,2015-12-04
500000276,70,HT-1020,,EUR,460.53,387,73.53,I,,3,EA,2015-12-04
500000276,80,HT-1021,,MXN,531.93,447,84.93,I,,3,EA,2015-12-04
500000276,90,HT-1022,,ARS,487.9,410,77.9,I,,2,EA,2015-12-04
500000276,100,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000277,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000277,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000277,30,HT-1042,,EUR,830.62,698,132.62,I,,2,EA,2015-12-04
500000277,40,HT-1050,,RUB,330.82,278,52.82,I,,2,EA,2015-12-04
500000277,50,HT-1051,,USD,117.81,99,18.81,I,,1,EA,2015-12-04
500000277,60,HT-1052,,EUR,404.6,340,64.6,I,,2,EA,2015-12-04
500000277,70,HT-1055,,EUR,117.81,99,18.81,I,,1,EA,2015-12-04
500000277,80,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000278,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000278,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000278,30,HT-1081,,PLN,317.73,267,50.73,I,,3,EA,2015-12-04
500000278,40,HT-1082,,ARS,201.11,169,32.11,I,,1,EA,2015-12-04
500000278,50,HT-1083,,CNY,618.8,520,98.8,I,,1,EA,2015-12-04
500000279,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000279,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000279,30,HT-1102,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000279,40,HT-1103,,EUR,91.63,77,14.63,I,,1,EA,2015-12-04
500000279,50,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000280,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000280,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000280,30,HT-1502,,EUR,5950,5000,950,I,,2,EA,2015-12-04
500000280,40,HT-1110,,USD,31.77,26.7,5.07,I,,3,EA,2015-12-04
500000280,50,HT-1111,,EUR,16.42,13.8,2.62,I,,2,EA,2015-12-04
500000280,60,HT-1112,,GBP,92.82,78,14.82,I,,2,EA,2015-12-04
500000280,70,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000281,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000281,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000281,30,HT-1107,,ARS,106.74,89.7,17.04,I,,3,EA,2015-12-04
500000282,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000282,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000282,30,HT-1032,,EUR,410.55,345,65.55,I,,1,EA,2015-12-04
500000282,40,HT-1035,,USD,949.62,798,151.62,I,,2,EA,2015-12-04
500000282,50,HT-1036,,CAD,1023.4,860,163.4,I,,2,EA,2015-12-04
500000282,60,HT-1037,,MXN,1701.7,1430,271.7,I,,1,EA,2015-12-04
500000282,70,HT-1000,,EUR,3412.92,2868,544.92,I,,3,EA,2015-12-04
500000282,80,HT-1001,,EUR,1486.31,1249,237.31,I,,1,EA,2015-12-04
500000283,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000283,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000283,30,HT-1062,,ARS,26.18,22,4.18,I,,2,EA,2015-12-04
500000283,40,HT-1063,,BRL,49.98,42,7.98,I,,3,EA,2015-12-04
500000283,50,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000283,60,HT-1065,,CHF,61.88,52,9.88,I,,2,EA,2015-12-04
500000284,10,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000284,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000284,30,HT-1502,,EUR,5950,5000,950,I,,2,EA,2015-12-04
500000285,10,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000285,20,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000285,30,HT-1091,,EUR,92.82,78,14.82,I,,3,EA,2015-12-04
500000285,40,HT-1092,,EUR,107.1,90,17.1,I,,2,EA,2015-12-04
500000285,50,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000285,60,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000285,70,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000286,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000286,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000286,30,HT-1106,,MXN,121.38,102,19.38,I,,3,EA,2015-12-04
500000286,40,HT-1107,,ARS,35.58,29.9,5.68,I,,1,EA,2015-12-04
500000287,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000287,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000287,30,HT-1002,,USD,3736.6,3140,596.6,I,,2,EA,2015-12-04
500000287,40,HT-1003,,EUR,5890.5,4950,940.5,I,,3,EA,2015-12-04
500000287,50,HT-1007,,USD,1187.62,998,189.62,I,,2,EA,2015-12-04
500000287,60,HT-1010,,EUR,4757.62,3998,759.62,I,,2,EA,2015-12-04
500000287,70,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000287,80,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000287,90,HT-1042,,EUR,1245.93,1047,198.93,I,,3,EA,2015-12-04
500000288,10,HT-1070,,ARS,84.37,70.9,13.47,I,,1,EA,2015-12-04
500000288,20,HT-1071,,ZAR,291.67,245.1,46.57,I,,3,EA,2015-12-04
500000288,30,HT-1072,,USD,240.86,202.4,38.46,I,,2,EA,2015-12-04
500000288,40,HT-1031,,GBP,678.3,570,108.3,I,,2,EA,2015-12-04
500000288,50,HT-1032,,EUR,1231.65,1035,196.65,I,,3,EA,2015-12-04
500000288,60,HT-1035,,USD,949.62,798,151.62,I,,2,EA,2015-12-04
500000288,70,HT-1036,,CAD,1023.4,860,163.4,I,,2,EA,2015-12-04
500000289,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000289,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000289,30,HT-1042,,EUR,415.31,349,66.31,I,,1,EA,2015-12-04
500000289,40,HT-1110,,USD,10.59,8.9,1.69,I,,1,EA,2015-12-04
500000289,50,HT-1111,,EUR,8.21,6.9,1.31,I,,1,EA,2015-12-04
500000289,60,HT-1112,,GBP,139.23,117,22.23,I,,3,EA,2015-12-04
500000290,10,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000290,20,HT-1114,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000290,30,HT-1115,,CAD,49.98,42,7.98,I,,1,EA,2015-12-04
500000290,40,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000290,50,HT-1062,,ARS,26.18,22,4.18,I,,2,EA,2015-12-04
500000290,60,HT-1063,,BRL,16.66,14,2.66,I,,1,EA,2015-12-04
500000290,70,HT-1064,,CAD,38.08,32,6.08,I,,2,EA,2015-12-04
500000290,80,HT-1065,,CHF,92.82,78,14.82,I,,3,EA,2015-12-04
500000290,90,HT-1066,,USD,5.95,5,0.95,I,,2,EA,2015-12-04
500000291,10,HT-1117,,EUR,90.44,76,14.44,I,,2,EA,2015-12-04
500000291,20,HT-1118,,ARS,94.01,79,15.01,I,,1,EA,2015-12-04
500000291,30,HT-1120,,EUR,618.8,520,98.8,I,,2,EA,2015-12-04
500000292,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000292,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000293,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000293,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000293,30,HT-1102,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000293,40,HT-1103,,EUR,183.26,154,29.26,I,,2,EA,2015-12-04
500000294,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000294,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000294,30,HT-1072,,USD,361.28,303.6,57.68,I,,3,EA,2015-12-04
500000294,40,HT-1137,,RUB,4391.1,3690,701.1,I,,3,EA,2015-12-04
500000294,50,HT-1138,,USD,1441.09,1211,230.09,I,,1,EA,2015-12-04
500000295,10,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000295,20,HT-1500,,EUR,11900,10000,1900,I,,2,EA,2015-12-04
500000295,30,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000295,40,HT-1502,,EUR,5950,5000,950,I,,2,EA,2015-12-04
500000295,50,HT-1091,,EUR,30.94,26,4.94,I,,1,EA,2015-12-04
500000295,60,HT-1092,,EUR,53.55,45,8.55,I,,1,EA,2015-12-04
500000295,70,HT-1110,,USD,21.18,17.8,3.38,I,,2,EA,2015-12-04
500000295,80,HT-1111,,EUR,24.63,20.7,3.93,I,,3,EA,2015-12-04
500000295,90,HT-1112,,GBP,92.82,78,14.82,I,,2,EA,2015-12-04
500000296,10,HT-1063,,BRL,33.32,28,5.32,I,,2,EA,2015-12-04
500000296,20,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000296,30,HT-1065,,CHF,61.88,52,9.88,I,,2,EA,2015-12-04
500000297,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000297,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000298,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000298,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000298,30,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000298,40,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000299,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000299,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000299,30,HT-1118,,ARS,282.03,237,45.03,I,,3,EA,2015-12-04
500000299,40,HT-1120,,EUR,928.2,780,148.2,I,,3,EA,2015-12-04
500000299,50,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000299,60,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000299,70,HT-1002,,USD,1868.3,1570,298.3,I,,1,EA,2015-12-04
500000299,80,HT-1003,,EUR,3927,3300,627,I,,2,EA,2015-12-04
500000300,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000300,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000300,30,HT-1002,,USD,3736.6,3140,596.6,I,,2,EA,2015-12-04
500000300,40,HT-1003,,EUR,3927,3300,627,I,,2,EA,2015-12-04
500000300,50,HT-1007,,USD,1781.43,1497,284.43,I,,3,EA,2015-12-04
500000300,60,HT-1010,,EUR,4757.62,3998,759.62,I,,2,EA,2015-12-04
500000300,70,HT-1011,,JPY,5471.62,4598,873.62,I,,2,EA,2015-12-04
500000300,80,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000300,90,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000300,100,HT-1032,,EUR,1231.65,1035,196.65,I,,3,EA,2015-12-04
500000301,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000301,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000301,30,HT-1032,,EUR,821.1,690,131.1,I,,2,EA,2015-12-04
500000301,40,HT-1035,,USD,949.62,798,151.62,I,,2,EA,2015-12-04
500000301,50,HT-1036,,CAD,1023.4,860,163.4,I,,2,EA,2015-12-04
500000301,60,HT-1037,,MXN,3403.4,2860,543.4,I,,2,EA,2015-12-04
500000301,70,HT-1020,,EUR,460.53,387,73.53,I,,3,EA,2015-12-04
500000301,80,HT-1021,,MXN,531.93,447,84.93,I,,3,EA,2015-12-04
500000301,90,HT-1022,,ARS,487.9,410,77.9,I,,2,EA,2015-12-04
500000301,100,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000302,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000302,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000302,30,HT-1042,,EUR,830.62,698,132.62,I,,2,EA,2015-12-04
500000302,40,HT-1050,,RUB,330.82,278,52.82,I,,2,EA,2015-12-04
500000302,50,HT-1051,,USD,117.81,99,18.81,I,,1,EA,2015-12-04
500000302,60,HT-1052,,EUR,404.6,340,64.6,I,,2,EA,2015-12-04
500000302,70,HT-1055,,EUR,117.81,99,18.81,I,,1,EA,2015-12-04
500000302,80,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000303,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000303,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000303,30,HT-1081,,PLN,317.73,267,50.73,I,,3,EA,2015-12-04
500000303,40,HT-1082,,ARS,201.11,169,32.11,I,,1,EA,2015-12-04
500000303,50,HT-1083,,CNY,618.8,520,98.8,I,,1,EA,2015-12-04
500000304,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000304,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000304,30,HT-1102,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000304,40,HT-1103,,EUR,91.63,77,14.63,I,,1,EA,2015-12-04
500000304,50,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000305,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000305,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000305,30,HT-1502,,EUR,5950,5000,950,I,,2,EA,2015-12-04
500000305,40,HT-1110,,USD,31.77,26.7,5.07,I,,3,EA,2015-12-04
500000305,50,HT-1111,,EUR,16.42,13.8,2.62,I,,2,EA,2015-12-04
500000305,60,HT-1112,,GBP,92.82,78,14.82,I,,2,EA,2015-12-04
500000305,70,HT-1113,,EUR,8.21,6.9,1.31,I,,3,EA,2015-12-04
500000306,10,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000306,20,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000306,30,HT-1107,,ARS,106.74,89.7,17.04,I,,3,EA,2015-12-04
500000307,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000307,20,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000307,30,HT-1032,,EUR,410.55,345,65.55,I,,1,EA,2015-12-04
500000307,40,HT-1035,,USD,949.62,798,151.62,I,,2,EA,2015-12-04
500000307,50,HT-1036,,CAD,1023.4,860,163.4,I,,2,EA,2015-12-04
500000307,60,HT-1037,,MXN,1701.7,1430,271.7,I,,1,EA,2015-12-04
500000307,70,HT-1000,,EUR,3412.92,2868,544.92,I,,3,EA,2015-12-04
500000307,80,HT-1001,,EUR,1486.31,1249,237.31,I,,1,EA,2015-12-04
500000308,10,HT-1060,,EUR,21.42,18,3.42,I,,2,EA,2015-12-04
500000308,20,HT-1061,,EUR,16.66,14,2.66,I,,2,EA,2015-12-04
500000308,30,HT-1062,,ARS,26.18,22,4.18,I,,2,EA,2015-12-04
500000308,40,HT-1063,,BRL,49.98,42,7.98,I,,3,EA,2015-12-04
500000308,50,HT-1064,,CAD,19.04,16,3.04,I,,1,EA,2015-12-04
500000308,60,HT-1065,,CHF,61.88,52,9.88,I,,2,EA,2015-12-04
500000309,10,HT-1040,,EUR,1975.4,1660,315.4,I,,2,EA,2015-12-04
500000309,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000309,30,HT-1042,,EUR,830.62,698,132.62,I,,2,EA,2015-12-04
500000310,10,HT-1070,,ARS,168.74,141.8,26.94,I,,2,EA,2015-12-04
500000310,20,HT-1071,,ZAR,194.45,163.4,31.05,I,,2,EA,2015-12-04
500000310,30,HT-1072,,USD,361.28,303.6,57.68,I,,3,EA,2015-12-04
500000310,40,HT-1066,,USD,5.95,5,0.95,I,,2,EA,2015-12-04
500000310,50,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000310,60,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000310,70,HT-1069,,JPY,2856,2400,456,I,,3,EA,2015-12-04
500000311,10,HT-1104,,JPY,65.45,55,10.45,I,,1,EA,2015-12-04
500000311,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000311,30,HT-1106,,MXN,121.38,102,19.38,I,,3,EA,2015-12-04
500000311,40,HT-1107,,ARS,35.58,29.9,5.68,I,,1,EA,2015-12-04
500000312,10,HT-1000,,EUR,2275.28,1912,363.28,I,,2,EA,2015-12-04
500000312,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000312,30,HT-1002,,USD,3736.6,3140,596.6,I,,2,EA,2015-12-04
500000312,40,HT-1003,,EUR,5890.5,4950,940.5,I,,3,EA,2015-12-04
500000312,50,HT-1007,,USD,1187.62,998,189.62,I,,2,EA,2015-12-04
500000312,60,HT-1010,,EUR,4757.62,3998,759.62,I,,2,EA,2015-12-04
500000312,70,HT-1011,,JPY,2735.81,2299,436.81,I,,1,EA,2015-12-04
500000312,80,HT-1020,,EUR,307.02,258,49.02,I,,2,EA,2015-12-04
500000312,90,HT-1021,,MXN,531.93,447,84.93,I,,3,EA,2015-12-04
500000313,10,HT-1022,,ARS,243.95,205,38.95,I,,1,EA,2015-12-04
500000313,20,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000313,30,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000313,40,HT-1031,,GBP,678.3,570,108.3,I,,2,EA,2015-12-04
500000313,50,HT-1032,,EUR,1231.65,1035,196.65,I,,3,EA,2015-12-04
500000313,60,HT-1035,,USD,949.62,798,151.62,I,,2,EA,2015-12-04
500000313,70,HT-1036,,CAD,1023.4,860,163.4,I,,2,EA,2015-12-04
500000314,10,HT-1040,,EUR,987.7,830,157.7,I,,1,EA,2015-12-04
500000314,20,HT-1041,,ARS,1166.2,980,186.2,I,,2,EA,2015-12-04
500000314,30,HT-1042,,EUR,415.31,349,66.31,I,,1,EA,2015-12-04
500000314,40,HT-1050,,RUB,165.41,139,26.41,I,,1,EA,2015-12-04
500000314,50,HT-1051,,USD,117.81,99,18.81,I,,1,EA,2015-12-04
500000314,60,HT-1052,,EUR,606.9,510,96.9,I,,3,EA,2015-12-04
500000315,10,HT-1055,,EUR,353.43,297,56.43,I,,3,EA,2015-12-04
500000315,20,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000315,30,HT-1060,,EUR,10.71,9,1.71,I,,1,EA,2015-12-04
500000315,40,HT-1061,,EUR,24.99,21,3.99,I,,3,EA,2015-12-04
500000315,50,HT-1062,,ARS,26.18,22,4.18,I,,2,EA,2015-12-04
500000315,60,HT-1063,,BRL,16.66,14,2.66,I,,1,EA,2015-12-04
500000315,70,HT-1064,,CAD,38.08,32,6.08,I,,2,EA,2015-12-04
500000315,80,HT-1065,,CHF,92.82,78,14.82,I,,3,EA,2015-12-04
500000315,90,HT-1066,,USD,5.95,5,0.95,I,,2,EA,2015-12-04
500000316,10,HT-1067,,EUR,8.33,7,1.33,I,,2,EA,2015-12-04
500000316,20,HT-1068,,USD,4.17,3.5,0.67,I,,1,EA,2015-12-04
500000316,30,HT-1069,,JPY,1904,1600,304,I,,2,EA,2015-12-04
500000317,10,HT-1100,,USD,106.98,89.9,17.08,I,,1,EA,2015-12-04
500000317,20,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000318,10,HT-1100,,USD,320.94,269.7,51.24,I,,3,EA,2015-12-04
500000318,20,HT-1101,,EUR,285.24,239.7,45.54,I,,3,EA,2015-12-04
500000318,30,HT-1102,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000318,40,HT-1103,,EUR,183.26,154,29.26,I,,2,EA,2015-12-04
500000319,10,HT-1070,,ARS,253.11,212.7,40.41,I,,3,EA,2015-12-04
500000319,20,HT-1071,,ZAR,97.22,81.7,15.52,I,,1,EA,2015-12-04
500000319,30,HT-1072,,USD,361.28,303.6,57.68,I,,3,EA,2015-12-04
500000319,40,HT-1073,,EUR,28.56,24,4.56,I,,1,EA,2015-12-04
500000319,50,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000319,60,HT-1081,,PLN,105.91,89,16.91,I,,1,EA,2015-12-04
500000320,10,HT-1082,,ARS,402.22,338,64.22,I,,2,EA,2015-12-04
500000320,20,HT-1083,,CNY,1237.6,1040,197.6,I,,2,EA,2015-12-04
500000320,30,HT-1085,,DKK,3567.62,2998,569.62,I,,2,EA,2015-12-04
500000320,40,HT-1090,,EUR,92.82,78,14.82,I,,2,EA,2015-12-04
500000320,50,HT-1091,,EUR,30.94,26,4.94,I,,1,EA,2015-12-04
500000320,60,HT-1092,,EUR,53.55,45,8.55,I,,1,EA,2015-12-04
500000320,70,HT-1110,,USD,21.18,17.8,3.38,I,,2,EA,2015-12-04
500000320,80,HT-1111,,EUR,24.63,20.7,3.93,I,,3,EA,2015-12-04
500000320,90,HT-1112,,GBP,92.82,78,14.82,I,,2,EA,2015-12-04
500000321,10,HT-1113,,EUR,5.47,4.6,0.87,I,,2,EA,2015-12-04
500000321,20,HT-1114,,USD,82.11,69,13.11,I,,1,EA,2015-12-04
500000321,30,HT-1115,,CAD,99.96,84,15.96,I,,2,EA,2015-12-04
500000322,10,HT-1102,,USD,246.33,207,39.33,I,,3,EA,2015-12-04
500000322,20,HT-1103,,EUR,274.89,231,43.89,I,,3,EA,2015-12-04
500000323,10,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000323,20,HT-1105,,EUR,103.53,87,16.53,I,,3,EA,2015-12-04
500000323,30,HT-1106,,MXN,40.46,34,6.46,I,,1,EA,2015-12-04
500000323,40,HT-1107,,ARS,71.16,59.8,11.36,I,,2,EA,2015-12-04
500000324,10,HT-1116,,MXN,128.52,108,20.52,I,,3,EA,2015-12-04
500000324,20,HT-1117,,EUR,135.66,114,21.66,I,,3,EA,2015-12-04
500000324,30,HT-1118,,ARS,282.03,237,45.03,I,,3,EA,2015-12-04
500000324,40,HT-1120,,EUR,928.2,780,148.2,I,,3,EA,2015-12-04
500000324,50,HT-1137,,RUB,2927.4,2460,467.4,I,,2,EA,2015-12-04
500000324,60,HT-1138,,USD,1441.09,1211,230.09,I,,1,EA,2015-12-04
500000324,70,HT-1210,,EUR,5709.62,4798,911.62,I,,2,EA,2015-12-04
500000325,10,HT-1000,,EUR,1137.64,956,181.64,I,,1,EA,2015-12-04
500000325,20,HT-1001,,EUR,2972.62,2498,474.62,I,,2,EA,2015-12-04
500000325,30,HT-1002,,USD,3736.6,3140,596.6,I,,2,EA,2015-12-04
500000325,40,HT-1003,,EUR,3927,3300,627,I,,2,EA,2015-12-04
500000325,50,HT-1007,,USD,1781.43,1497,284.43,I,,3,EA,2015-12-04
500000325,60,HT-1010,,EUR,4757.62,3998,759.62,I,,2,EA,2015-12-04
500000325,70,HT-1011,,JPY,5471.62,4598,873.62,I,,2,EA,2015-12-04
500000325,80,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000325,90,HT-1031,,GBP,1017.45,855,162.45,I,,3,EA,2015-12-04
500000325,100,HT-1032,,EUR,1231.65,1035,196.65,I,,3,EA,2015-12-04
500000326,10,HT-1030,,EUR,547.4,460,87.4,I,,2,EA,2015-12-04
500000326,20,HT-1031,,GBP,339.15,285,54.15,I,,1,EA,2015-12-04
500000326,30,HT-1032,,EUR,821.1,690,131.1,I,,2,EA,2015-12-04
500000326,40,HT-1035,,USD,949.62,798,151.62,I,,2,EA,2015-12-04
500000326,50,HT-1036,,CAD,1023.4,860,163.4,I,,2,EA,2015-12-04
500000326,60,HT-1037,,MXN,3403.4,2860,543.4,I,,2,EA,2015-12-04
500000326,70,HT-1020,,EUR,460.53,387,73.53,I,,3,EA,2015-12-04
500000326,80,HT-1021,,MXN,531.93,447,84.93,I,,3,EA,2015-12-04
500000326,90,HT-1022,,ARS,487.9,410,77.9,I,,2,EA,2015-12-04
500000326,100,HT-1023,,USD,853.23,717,136.23,I,,3,EA,2015-12-04
500000327,10,HT-1040,,EUR,2963.1,2490,473.1,I,,3,EA,2015-12-04
500000327,20,HT-1041,,ARS,583.1,490,93.1,I,,1,EA,2015-12-04
500000327,30,HT-1042,,EUR,830.62,698,132.62,I,,2,EA,2015-12-04
500000327,40,HT-1050,,RUB,330.82,278,52.82,I,,2,EA,2015-12-04
500000327,50,HT-1051,,USD,117.81,99,18.81,I,,1,EA,2015-12-04
500000327,60,HT-1052,,EUR,404.6,340,64.6,I,,2,EA,2015-12-04
500000327,70,HT-1055,,EUR,117.81,99,18.81,I,,1,EA,2015-12-04
500000327,80,HT-1056,,JPY,283.22,238,45.22,I,,2,EA,2015-12-04
500000328,10,HT-1073,,EUR,85.68,72,13.68,I,,3,EA,2015-12-04
500000328,20,HT-1080,,INR,182.07,153,29.07,I,,3,EA,2015-12-04
500000328,30,HT-1081,,PLN,317.73,267,50.73,I,,3,EA,2015-12-04
500000328,40,HT-1082,,ARS,201.11,169,32.11,I,,1,EA,2015-12-04
500000328,50,HT-1083,,CNY,618.8,520,98.8,I,,1,EA,2015-12-04
500000329,10,HT-1100,,USD,213.96,179.8,34.16,I,,2,EA,2015-12-04
500000329,20,HT-1101,,EUR,95.08,79.9,15.18,I,,1,EA,2015-12-04
500000329,30,HT-1102,,USD,164.22,138,26.22,I,,2,EA,2015-12-04
500000329,40,HT-1103,,EUR,91.63,77,14.63,I,,1,EA,2015-12-04
500000329,50,HT-1104,,JPY,196.35,165,31.35,I,,3,EA,2015-12-04
500000330,10,HT-1500,,EUR,5950,5000,950,I,,1,EA,2015-12-04
500000330,20,HT-1501,,JPY,3570,3000,570,I,,2,EA,2015-12-04
500000330,30,HT-1502,,EUR,5950,5000,950,I,,2,EA,2015-12-04
500000330,40,HT-1110,,USD,31.77,26.7,5.07,I,,3,EA,2015-12-04
500000330,50,HT-1111,,EUR,16.42,13.8,2.62,I,,2,EA,2015-12-04
