PURCHASEORDERID,PURCHASEORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
300000141,30,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2015-10-15
300000142,10,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2015-02-03
300000142,20,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-10-10
300000143,10,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2015-06-12
300000143,20,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-04-27
300000143,30,AD-1000,,CAD,0,0,0,1,EA,2015-07-29
300000143,40,HT-1036,,CAD,1023.4,860,163.4,2,EA,2015-08-19
300000144,10,HT-1118,,ARS,282.03,237,45.03,3,EA,2015-10-08
300000144,20,HT-1041,,ARS,583.1,490,93.1,1,EA,2015-05-08
300000144,30,HT-1118,,ARS,282.03,237,45.03,3,EA,2015-07-11
300000144,40,HT-1041,,ARS,1749.3,1470,279.3,3,EA,2015-03-09
300000144,50,HT-1118,,ARS,94.01,79,15.01,1,EA,2015-10-17
300000145,10,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-05-27
300000145,20,HT-1031,,GBP,678.3,570,108.3,2,EA,2015-05-08
300000145,30,HT-1112,,GBP,92.82,78,14.82,2,EA,2014-12-29
300000145,40,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2014-12-13
300000145,50,HT-1031,,GBP,339.15,285,54.15,1,EA,2015-04-08
300000145,60,HT-1112,,GBP,46.41,39,7.41,1,EA,2014-12-21
300000145,70,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2015-08-15
300000145,80,HT-1031,,GBP,1017.45,855,162.45,3,EA,2015-01-12
300000145,90,HT-1112,,GBP,92.82,78,14.82,2,EA,2015-07-21
300000146,10,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2015-08-10
300000146,20,HT-1030,,EUR,273.7,230,43.7,1,EA,2015-10-19
300000146,30,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2015-05-22
300000147,10,HT-8003,,USD,4955.16,4164,791.16,3,EA,2015-07-28
300000147,20,HT-1035,,USD,1424.43,1197,227.43,3,EA,2015-01-05
300000148,10,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2015-05-28
300000148,20,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2014-12-18
300000148,30,HT-1032,,EUR,410.55,345,65.55,1,EA,2015-01-11
300000148,40,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2015-04-27
300000149,10,AD-1000,,CAD,0,0,0,3,EA,2015-11-24
300000149,20,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2015-07-13
300000149,30,HT-1115,,CAD,149.94,126,23.94,3,EA,2015-12-31
300000149,40,AD-1000,,CAD,0,0,0,3,EA,2015-01-29
300000149,50,HT-1036,,CAD,511.7,430,81.7,1,EA,2015-12-05
300000149,60,HT-1115,,CAD,99.96,84,15.96,2,EA,2015-12-18
300000149,70,AD-1000,,CAD,0,0,0,1,EA,2015-01-17
300000149,80,HT-1036,,CAD,1023.4,860,163.4,2,EA,2014-12-20
300000150,10,HT-6132,,BRL,1069.81,899,170.81,1,EA,2015-12-26
300000150,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-07-02
300000150,30,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-03-14
300000150,40,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-02-18
300000150,50,HT-6132,,BRL,3209.43,2697,512.43,3,EA,2015-04-27
300000150,60,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-09-05
300000150,70,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-02-17
300000150,80,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-02-28
300000150,90,HT-6132,,BRL,3209.43,2697,512.43,3,EA,2015-03-09
300000150,100,HT-1063,,BRL,49.98,42,7.98,3,EA,2015-06-20
300000151,10,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-06-20
300000151,20,HT-1065,,CHF,30.94,26,4.94,1,EA,2015-02-22
300000151,30,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-10-20
300000151,40,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-12-04
300000151,50,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-04-07
300000151,60,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-10-09
300000151,70,HT-7020,,CHF,5319.3,4470,849.3,3,EA,2015-02-03
300000151,80,HT-1065,,CHF,92.82,78,14.82,3,EA,2015-10-20
300000151,90,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-11-24
300000151,100,HT-1065,,CHF,92.82,78,14.82,3,EA,2015-11-16
300000152,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-06-07
300000152,20,HT-1066,,USD,2.98,2.5,0.48,1,EA,2015-04-08
300000152,30,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-08-26
300000152,40,HT-1066,,USD,5.95,5,0.95,2,EA,2015-03-06
300000152,50,HT-7010,,USD,950.81,799,151.81,1,EA,2014-12-18
300000152,60,HT-1066,,USD,5.95,5,0.95,2,EA,2015-08-01
300000152,70,HT-7010,,USD,950.81,799,151.81,1,EA,2015-09-08
300000152,80,HT-1066,,USD,5.95,5,0.95,2,EA,2015-12-05
300000153,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-02-14
300000153,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-11-17
300000153,30,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-02-10
300000153,40,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-05-11
300000153,50,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-04-17
300000154,10,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-09-26
300000154,20,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-11-03
300000154,30,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-06-21
300000154,40,HT-7000,,EUR,653.31,549,104.31,1,EA,2014-12-26
300000154,50,HT-1067,,EUR,12.5,10.5,2,3,EA,2014-12-04
300000155,10,HT-1095,,USD,190.4,160,30.4,1,EA,2015-04-04
300000155,20,HT-1068,,USD,8.33,7,1.33,2,EA,2015-10-25
300000155,30,HT-1095,,USD,380.8,320,60.8,2,EA,2015-04-18
300000155,40,HT-1068,,USD,12.5,10.5,2,3,EA,2015-07-23
300000155,50,HT-1095,,USD,380.8,320,60.8,2,EA,2015-06-03
300000155,60,HT-1068,,USD,8.33,7,1.33,2,EA,2015-11-05
300000155,70,HT-1095,,USD,571.2,480,91.2,3,EA,2015-03-12
300000156,10,HT-1069,,JPY,2856,2400,456,3,EA,2015-02-22
300000156,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-11-22
300000156,30,HT-1069,,JPY,2856,2400,456,3,EA,2015-08-23
300000157,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-07-12
300000157,20,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2014-12-24
300000157,30,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-01-02
300000157,40,HT-1070,,ARS,168.74,141.8,26.94,2,EA,2015-05-07
300000157,50,HT-1097,,ARS,133.28,112,21.28,2,EA,2014-12-26
300000157,60,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-09-21
300000157,70,HT-1097,,ARS,199.92,168,31.92,3,EA,2015-12-30
300000157,80,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-04-10
300000158,10,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-01-28
300000158,20,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-12-07
300000158,30,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-10-29
300000158,40,HT-1062,,ARS,39.27,33,6.27,3,EA,2015-11-09
300000158,50,HT-6131,,ARS,1426.81,1199,227.81,1,EA,2015-12-31
300000158,60,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-02-22
300000159,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-07-28
300000159,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-06-23
300000159,30,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-10-28
300000160,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-05-11
300000160,20,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-02-10
300000160,30,HT-1065,,CHF,92.82,78,14.82,3,EA,2015-06-25
300000160,40,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2014-12-16
300000160,50,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-09-07
300000160,60,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2014-12-12
300000160,70,HT-1065,,CHF,92.82,78,14.82,3,EA,2015-01-04
300000161,10,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-11-12
300000161,20,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2015-08-26
300000161,30,HT-1097,,ARS,199.92,168,31.92,3,EA,2014-12-09
300000161,40,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-03-23
300000162,10,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-08-09
300000162,20,HT-1066,,USD,5.95,5,0.95,2,EA,2014-12-20
300000162,30,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-04-01
300000162,40,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-12-21
300000162,50,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-03-05
300000162,60,HT-1066,,USD,5.95,5,0.95,2,EA,2015-12-02
300000162,70,HT-7010,,USD,950.81,799,151.81,1,EA,2015-06-08
300000162,80,HT-1066,,USD,5.95,5,0.95,2,EA,2015-04-03
300000162,90,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-02-21
300000163,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-06-10
300000163,20,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-09-26
300000163,30,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-11-02
300000163,40,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-07-12
300000163,50,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-12-20
300000163,60,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-12-22
300000163,70,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-06-04
300000164,10,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-06-11
300000164,20,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-12-21
300000164,30,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-03-13
300000164,40,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-07-14
300000164,50,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-09-16
300000164,60,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-09-14
300000165,10,HT-1095,,USD,571.2,480,91.2,3,EA,2014-12-11
300000165,20,HT-1068,,USD,8.33,7,1.33,2,EA,2015-07-25
300000165,30,HT-1095,,USD,190.4,160,30.4,1,EA,2015-07-02
300000165,40,HT-1068,,USD,12.5,10.5,2,3,EA,2015-07-03
300000165,50,HT-1095,,USD,380.8,320,60.8,2,EA,2015-05-14
300000165,60,HT-1068,,USD,4.17,3.5,0.67,1,EA,2015-06-17
300000165,70,HT-1095,,USD,380.8,320,60.8,2,EA,2015-02-23
300000165,80,HT-1068,,USD,12.5,10.5,2,3,EA,2015-07-14
300000165,90,HT-1095,,USD,380.8,320,60.8,2,EA,2015-03-13
300000166,10,HT-1070,,ARS,168.74,141.8,26.94,2,EA,2015-08-27
300000166,20,HT-1097,,ARS,66.64,56,10.64,1,EA,2015-07-24
300000166,30,HT-1070,,ARS,168.74,141.8,26.94,2,EA,2015-04-11
300000167,10,HT-7010,,USD,950.81,799,151.81,1,EA,2015-10-30
300000167,20,HT-1066,,USD,5.95,5,0.95,2,EA,2015-09-03
300000168,10,HT-7020,,CHF,5319.3,4470,849.3,3,EA,2015-01-13
300000168,20,HT-1065,,CHF,92.82,78,14.82,3,EA,2015-05-22
300000168,30,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-11-22
300000168,40,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-09-13
300000169,10,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2015-07-16
300000169,20,HT-1062,,ARS,13.09,11,2.09,1,EA,2014-12-28
300000169,30,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2015-12-15
300000169,40,HT-1062,,ARS,13.09,11,2.09,1,EA,2015-11-27
300000169,50,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2015-02-21
300000169,60,HT-1062,,ARS,13.09,11,2.09,1,EA,2015-10-18
300000170,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-11-02
300000170,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-05-28
300000170,30,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-07-13
300000170,40,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-09-02
300000170,50,HT-6132,,BRL,1069.81,899,170.81,1,EA,2015-01-25
300000170,60,HT-1063,,BRL,16.66,14,2.66,1,EA,2015-10-14
300000170,70,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-04-23
300000170,80,HT-1063,,BRL,49.98,42,7.98,3,EA,2014-12-08
300000170,90,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-06-08
300000171,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-06-16
300000171,20,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-07-30
300000171,30,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-12-16
300000172,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-07-16
300000172,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-05-20
300000173,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-05-17
300000173,20,HT-1068,,USD,12.5,10.5,2,3,EA,2015-08-25
300000173,30,HT-1095,,USD,190.4,160,30.4,1,EA,2014-12-22
300000173,40,HT-1068,,USD,8.33,7,1.33,2,EA,2015-04-26
300000174,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-03-25
300000174,20,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-02-12
300000174,30,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-04-10
300000174,40,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-08-01
300000174,50,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-02-13
300000174,60,HT-1066,,USD,2.98,2.5,0.48,1,EA,2015-07-06
300000174,70,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-02-08
300000175,10,HT-1069,,JPY,952,800,152,1,EA,2015-08-20
300000175,20,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-04-04
300000175,30,HT-1069,,JPY,1904,1600,304,2,EA,2015-05-03
300000175,40,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-11-11
300000175,50,HT-1069,,JPY,2856,2400,456,3,EA,2015-03-10
300000175,60,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-09-14
300000175,70,HT-1069,,JPY,1904,1600,304,2,EA,2015-07-14
300000175,80,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-01-14
300000175,90,HT-1069,,JPY,2856,2400,456,3,EA,2015-05-04
300000175,100,HT-1096,,JPY,428.4,360,68.4,3,EA,2015-08-25
300000176,10,HT-1069,,JPY,1904,1600,304,2,EA,2015-08-05
300000176,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-07-01
300000176,30,HT-1069,,JPY,1904,1600,304,2,EA,2015-10-22
300000176,40,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-01-08
300000176,50,HT-1069,,JPY,1904,1600,304,2,EA,2015-02-21
300000176,60,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-08-26
300000176,70,HT-1069,,JPY,2856,2400,456,3,EA,2015-01-10
300000176,80,HT-1096,,JPY,428.4,360,68.4,3,EA,2015-12-01
300000176,90,HT-1069,,JPY,1904,1600,304,2,EA,2015-05-08
300000176,100,HT-1096,,JPY,428.4,360,68.4,3,EA,2015-10-27
300000177,10,HT-1069,,JPY,2856,2400,456,3,EA,2015-02-06
300000177,20,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-08-05
300000177,30,HT-1069,,JPY,1904,1600,304,2,EA,2015-04-07
300000177,40,HT-1096,,JPY,285.6,240,45.6,2,EA,2015-10-15
300000177,50,HT-1069,,JPY,952,800,152,1,EA,2015-07-22
300000177,60,HT-1096,,JPY,285.6,240,45.6,2,EA,2014-12-10
300000177,70,HT-1069,,JPY,952,800,152,1,EA,2015-09-27
300000177,80,HT-1096,,JPY,285.6,240,45.6,2,EA,2014-12-11
300000178,10,HT-1068,,USD,12.5,10.5,2,3,EA,2015-01-20
300000178,20,HT-1095,,USD,571.2,480,91.2,3,EA,2015-03-16
300000178,30,HT-1068,,USD,12.5,10.5,2,3,EA,2015-03-12
300000178,40,HT-1095,,USD,190.4,160,30.4,1,EA,2015-10-11
300000178,50,HT-1068,,USD,4.17,3.5,0.67,1,EA,2015-03-08
300000179,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-03-01
300000179,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-11-23
300000179,30,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-08-31
300000179,40,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-11-16
300000179,50,HT-1097,,ARS,199.92,168,31.92,3,EA,2015-08-04
300000180,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-08-31
300000180,20,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-01-18
300000180,30,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-08-03
300000180,40,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-11-20
300000180,50,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-05-26
300000180,60,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-08-01
300000180,70,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-09-12
300000181,10,HT-1097,,ARS,199.92,168,31.92,3,EA,2014-12-24
300000181,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2014-12-14
300000181,30,HT-1097,,ARS,199.92,168,31.92,3,EA,2015-08-07
300000182,10,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-03-13
300000182,20,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-06-30
300000182,30,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-06-03
300000182,40,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-08-09
300000182,50,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-01-17
300000182,60,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-03-01
300000182,70,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-06-28
300000182,80,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-01-25
300000183,10,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-05-12
300000183,20,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2015-11-19
300000183,30,HT-1062,,ARS,26.18,22,4.18,2,EA,2015-07-05
300000183,40,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2015-05-09
300000183,50,HT-1062,,ARS,13.09,11,2.09,1,EA,2015-07-17
300000183,60,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2014-12-22
300000184,10,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-09-08
300000184,20,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-06-12
300000184,30,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-08-04
300000185,10,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-11-02
300000185,20,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-07-31
300000185,30,HT-7020,,CHF,5319.3,4470,849.3,3,EA,2015-02-05
300000185,40,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-03-26
300000185,50,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-06-06
300000185,60,HT-1065,,CHF,30.94,26,4.94,1,EA,2015-12-03
300000185,70,HT-7020,,CHF,5319.3,4470,849.3,3,EA,2015-06-25
300000186,10,HT-1069,,JPY,952,800,152,1,EA,2015-04-24
300000186,20,HT-1096,,JPY,428.4,360,68.4,3,EA,2015-01-13
300000186,30,HT-1069,,JPY,2856,2400,456,3,EA,2015-11-08
300000186,40,HT-1096,,JPY,142.8,120,22.8,1,EA,2015-02-09
300000187,10,HT-1066,,USD,5.95,5,0.95,2,EA,2014-12-22
300000187,20,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-04-01
300000187,30,HT-1066,,USD,5.95,5,0.95,2,EA,2014-12-06
300000187,40,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-12-19
300000187,50,HT-1066,,USD,5.95,5,0.95,2,EA,2015-02-19
300000187,60,HT-7010,,USD,1901.62,1598,303.62,2,EA,2014-12-15
300000187,70,HT-1066,,USD,2.98,2.5,0.48,1,EA,2015-11-10
300000187,80,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-04-29
300000187,90,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-02-15
300000188,10,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-12-07
300000188,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-02-21
300000188,30,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-05-01
300000188,40,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-12-05
300000188,50,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-08-17
300000188,60,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-08-25
300000188,70,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-02-09
300000189,10,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-04-10
300000189,20,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2015-08-16
300000189,30,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-06-10
300000189,40,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-03-16
300000189,50,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2015-06-16
300000189,60,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-03-31
300000190,10,HT-1068,,USD,12.5,10.5,2,3,EA,2015-11-04
300000190,20,HT-1095,,USD,380.8,320,60.8,2,EA,2014-12-17
300000190,30,HT-1068,,USD,4.17,3.5,0.67,1,EA,2015-07-26
300000190,40,HT-1095,,USD,571.2,480,91.2,3,EA,2015-09-13
300000190,50,HT-1068,,USD,8.33,7,1.33,2,EA,2015-01-09
300000190,60,HT-1095,,USD,190.4,160,30.4,1,EA,2015-04-23
300000190,70,HT-1068,,USD,8.33,7,1.33,2,EA,2015-07-08
300000190,80,HT-1095,,USD,571.2,480,91.2,3,EA,2015-05-11
300000190,90,HT-1068,,USD,8.33,7,1.33,2,EA,2015-12-06
300000191,10,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-01-11
300000191,20,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2015-07-18
300000191,30,HT-1097,,ARS,133.28,112,21.28,2,EA,2015-02-20
300000192,10,HT-1065,,CHF,30.94,26,4.94,1,EA,2014-12-08
300000192,20,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2015-01-31
300000193,10,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-05-09
300000193,20,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-01-12
300000193,30,HT-1066,,USD,2.98,2.5,0.48,1,EA,2015-12-19
300000193,40,HT-7010,,USD,1901.62,1598,303.62,2,EA,2015-12-21
300000194,10,HT-1062,,ARS,39.27,33,6.27,3,EA,2015-07-03
300000194,20,HT-6131,,ARS,1426.81,1199,227.81,1,EA,2015-06-13
300000194,30,HT-1062,,ARS,39.27,33,6.27,3,EA,2015-05-21
300000194,40,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2015-01-05
300000194,50,HT-1062,,ARS,13.09,11,2.09,1,EA,2015-06-04
300000195,10,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-10-27
300000195,20,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-12-07
300000195,30,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-05-15
300000195,40,HT-1063,,BRL,33.32,28,5.32,2,EA,2015-06-28
300000195,50,HT-6132,,BRL,1069.81,899,170.81,1,EA,2015-02-01
300000195,60,HT-1063,,BRL,16.66,14,2.66,1,EA,2015-09-16
300000195,70,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-06-04
300000195,80,HT-1063,,BRL,49.98,42,7.98,3,EA,2015-07-21
300000195,90,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2015-09-27
300000196,10,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-03-09
300000196,20,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2015-02-25
300000196,30,HT-1065,,CHF,61.88,52,9.88,2,EA,2015-12-08
300000197,10,HT-1095,,USD,571.2,480,91.2,3,EA,2015-06-07
300000197,20,HT-1068,,USD,12.5,10.5,2,3,EA,2015-11-16
300000198,10,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2015-11-22
300000198,20,HT-1067,,EUR,12.5,10.5,2,3,EA,2015-10-05
300000198,30,HT-7000,,EUR,653.31,549,104.31,1,EA,2015-05-10
300000198,40,HT-1067,,EUR,8.33,7,1.33,2,EA,2015-04-24
300000199,10,HT-7010,,USD,2852.43,2397,455.43,3,EA,2014-12-17
300000199,20,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-12-26
300000199,30,HT-7010,,USD,2852.43,2397,455.43,3,EA,2015-06-24
300000199,40,HT-1066,,USD,8.93,7.5,1.43,3,EA,2015-05-11
300000199,50,HT-7010,,USD,950.81,799,151.81,1,EA,2015-02-25
300000199,60,HT-1066,,USD,5.95,5,0.95,2,EA,2015-04-29
300000199,70,HT-7010,,USD,950.81,799,151.81,1,EA,2015-10-01
300000199,80,HT-1066,,USD,5.95,5,0.95,2,EA,2015-03-06
300000200,10,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2015-07-01
300000200,20,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-03-25
300000200,30,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-11-19
300000200,40,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-12-03
300000200,50,HT-2002,,EUR,3048.74,2561.97,486.77,3,EA,2015-10-21
300000200,60,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-07-18
300000200,70,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2015-06-18
300000200,80,HT-1090,,EUR,92.82,78,14.82,2,EA,2015-12-29
300000200,90,HT-2002,,EUR,3048.74,2561.97,486.77,3,EA,2015-03-21
300000200,100,HT-1090,,EUR,139.23,117,22.23,3,EA,2015-07-20
300000201,10,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-03-29
300000201,20,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2015-11-01
300000201,30,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-08-23
300000201,40,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-09-01
300000201,50,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-08-11
300000201,60,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2015-08-30
300000201,70,HT-6123,,ZAR,1067.43,897,170.43,3,EA,2015-02-18
300000201,80,HT-1071,,ZAR,291.67,245.1,46.57,3,EA,2014-12-16
300000201,90,HT-6123,,ZAR,711.62,598,113.62,2,EA,2015-12-08
300000201,100,HT-1071,,ZAR,291.67,245.1,46.57,3,EA,2014-12-16
